id_concept,iate_link,en_def,en,cs,da,de,es,fi,fr,it,nl,pt,domains
3589539,https://iate.europa.eu/entry/result/3589539,"ability to effectively execute laws, programmes
and policies adopted by a legislature and to make policy recommendations - Council-EN, based on the <a href=""http://www.leg.state.fl.us/Welcome/index.cfm?CFID=97019526&amp;CFTOKEN=e91e4d3a7ca54aa4-564CCA0A-5056-B837-1A9B72443404A17C"" target=""_blank"">official website of the Florida Legislature (22.4.2020)
&gt; Statutes, Constitution &amp; Laws of Florida &gt; The 2019 Florida
Statutes &gt; Title IV. Executive branch &gt; Chapter 20. Organizational
structure &gt; <a href=""http://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&amp;Search_String=&amp;URL=0000-0099/0020/Sections/0020.02.html"" target=""_blank"">20.02. Declaration of policy (22.4.2020), Articles 1 and 2",executive capacity,výkonná kapacita,"udøvende kapacitet, implementeringskapacitet",Exekutivkapazität,capacidad ejecutiva,"toteuttamisvalmiudet, täytäntöönpanovalta, toimeenpanovalta",capacité exécutive,capacità esecutiva,uitvoeringscapaciteit,capacidade executiva,POLITICS > executive power and public service
3589540,https://iate.europa.eu/entry/result/3589540,"set of interdependent economic activities
creating added value around a product, process or service, or group of
interlinked economic actors operating in a strategic network, which is of
systemic importance and makes a clear contribution to growth, jobs and
competitiveness - Council-EN, based on European Commission, Strengthening strategic value chains for a future-ready EU industry: report to the Strategic Forum for Important Projects of Common European Interest (22.4.2020), 5.11.2019, p. 11",strategic value chain,strategický hodnotový řetězec,strategisk værdikæde,strategische Wertschöpfungskette,cadena de valor estratégico,strateginen arvoketju,chaîne de valeur stratégique,"catena del valore strategica, catena di valore strategica",strategische waardeketen,cadeia de valor estratégica,"TRADE > trade policy, ECONOMICS > economic analysis > economic analysis > economic value, BUSINESS AND COMPETITION > accounting > accounting > financial accounting > added value"
3589544,https://iate.europa.eu/entry/result/3589544,"form of viral shedding (i.e. expulsion and release of virus progeny following successful reproduction during a host-cell infection) by which enveloped viruses acquire their external envelope from the host cell membrane, which bulges outwards and encloses the virion - COM-Terminology Coordination, based on:1) Wikipedia, 'Budding' (23.4.2020)2) Wikipedia, 'Viral shedding' (23.4.2020)","budding, viral budding",,,Knospung,,"silmikointi, silmikoiminen, silmukoituminen",,,,gemulação,"SCIENCE > natural and applied sciences > life sciences > biology > microorganism, SCIENCE > natural and applied sciences > life sciences > biology"
3589546,https://iate.europa.eu/entry/result/3589546,"expulsion and release of virus progeny following successful reproduction during a host-cell infection - COM-Terminology Coordination, based on: Wikipedia &gt; Viral shedding (23.4.2020)","viral shedding, infectious virus shedding",vylučování viru,,Virusausscheidung,,viruseritys,,,,excreção viral,SCIENCE > natural and applied sciences > life sciences > biology
3589547,https://iate.europa.eu/entry/result/3589547,"membrane proteins which play important roles in cell recognition - COM-EN, based on: Wikipedia &gt; Membrane glycoproteins (29.4.2020)",membrane glycoprotein,,,Membran-Glykoprotein,,kalvoglykoproteiini,,,,"glicoproteína de membrana, glicoproteína M",SCIENCE > natural and applied sciences > life sciences > biology
3589548,https://iate.europa.eu/entry/result/3589548,"individual who is contagious while asymptomatic or presymptomatic - COM-Terminology Coordination, based on: Lau LL, Cowling BJ, Fang VJ, Chan KH, Lau EH, Lipsitch M, Cheng CK, Houck PM, Uyeki TM, Peiris JS, Leung GM. 'Viral shedding and clinical illness in naturally acquired influenza virus infections' (23.4.2020). J Infect Dis. 2010 May 15;201(10):1509-16. doi: 10.1086/652241. PMID: 20377412; PMCID: PMC3060408.",silent spreader,,,stiller Überträger,,,"personne asymptomatique, porteur asymptomatique, cas asymptomatique",,stille verspreider,disseminador silencioso,SOCIAL QUESTIONS > health > medical science > epidemiology
3589549,https://iate.europa.eu/entry/result/3589549,"portion of a protein that has a tertiary structure of its own - COM-Terminology Coordination, based on: 'protein domain' (29.4.2020). Alberts B, Johnson A, Lewis J, et al. Molecular Biology of the Cell. 4th edition Glossary. New York: Garland Science; 2002.",protein domain,,,Proteindomäne,,"proteiinin domeeni, proteiinidomeeni",,,,domínio proteico,SCIENCE > natural and applied sciences > life sciences > biology
3589550,https://iate.europa.eu/entry/result/3589550,"roadmap presented by the President of the European Council for the recovery from the COVID-19 crisis, which contains a strong investment component, sets out some important principles and defines four key areas for action - European Council &gt; Home &gt; Press &gt; Press releases &gt; Invitation letter by President Charles Michel to the members of the European Council ahead of their video conference on 23 April 2020 (23.4.2020)","roadmap for recovery, joint roadmap for recovery, comprehensive recovery plan, recovery plan","plán cesty k oživení, společný plán cesty k oživení","køreplan for genopretning, fælles europæisk køreplan for genopretning","Fahrplan für die Erholung nach der Pandemie, Fahrplan für die Erholung, Aufbauplan, Plan für die Erholung nach der Pandemie",hoja de ruta para la recuperación,"elpymistä koskeva etenemissuunnitelma, yhteinen elpymistä koskeva etenemissuunnitelma","feuille de route pour la relance, feuille de route commune pour la relance","tabella di marcia per la ripresa, tabella di marcia comune per la ripresa","routekaart naar herstel, gezamenlijke routekaart naar herstel",roteiro para a recuperação,SOCIAL QUESTIONS > health > health policy > organisation of health care > public health
3589551,https://iate.europa.eu/entry/result/3589551,"severe immune reaction in which the body releases too many cytokines into the blood too quickly - COM-Terminology Coordination, based on: 'cytokine storm' (23.4.2020). National Caner Institute. NCI Dictionary of Cancer Terms","cytokine storm, cytokine storm syndrome, hypercytokinemia, CSS",,,"Zytokinsturm, Hyperzytokinämie",,"sytokiinimyrsky, hypersytokinemia",,,,"hipercitocinemia, tempestade de citocinas",SOCIAL QUESTIONS > health > medical science
3589554,https://iate.europa.eu/entry/result/3589554,"collection of specimens from the surface of the respiratory mucosa using a sterile suction catheter/suction apparatus - COM-Terminology Coordination, based on:CDC. 'Influenza Specimen Collection' (23.4.2020)",nasopharyngeal aspirate,,,Nasopharyngealaspirat,,"nenänieluaspiraatti, imulimanäyte, nenänielunäyte",,"aspirato nasofaringeo, aspirato naso-faringeo, aspirato naso faringeo, aspirato rinofaringeo, aspirato rino-faringeo",,"aspirado nasofaríngeo, ANF","SOCIAL QUESTIONS > health > medical science > medicine > medical diagnosis, SOCIAL QUESTIONS > health > medical science"
3589555,https://iate.europa.eu/entry/result/3589555,"multi-functional protein embedded in the viral envelope of several 
viruses, including influenza C virus, coronaviruses and toroviruses which is required for infectivity, and functions to recognise the host cell 
surface receptor, to fuse the viral and host cell membranes, and to 
destroy the receptor upon host cell infection - COM-Terminology Coordination, based on: Wikipedia &gt; Haemagglutinin-esterase fusion glycoprotein (27.4.2020)","haemagglutinin-esterase fusion glycoprotein, HEF, hemagglutinin-acetylesterase glycoprotein",,,"Hämagglutinin-Esterase-Fusions-Glykoprotein, HEF",,hemagglutiniini-esteraasi-fuusioproteiini,,,,"glicoproteína de fusão hemaglutinina-esterase, glicoproteína hemaglutinina-esterase",SCIENCE > natural and applied sciences > life sciences > biology
48564,https://iate.europa.eu/entry/result/48564,"qualitative or semi-quantitative in vitro diagnostic medical devices, used singly or in a small series, which involve non-automated procedures and have been designed to give a fast result - COM-Terminology Coordination, based on:<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:02002D0364-20120701"" target=""_blank"">2002/364/EC: Commission Decision on common technical specifications for in vitro -diagnostic medical devices (notified under document number C(2002) 1344) ","rapid test, rapid diagnostic test, RDT","rychlý test, rychlotest, rychlý diagnostický test",hurtigtest,Schnelltest,prueba rápida,pikatesti,test rapide,"test rapido, test diagnostico rapido",snelle proef,"teste rápido, testes rápidos","SOCIAL QUESTIONS > health > medical science, SOCIAL QUESTIONS > health > health policy > organisation of health care > medical device"
3589557,https://iate.europa.eu/entry/result/3589557,"case in which an infection was contracted from a primary case - COM-EN, based on: Health Knowledge. 'Epidemic theory (effective &amp; basic reproduction numbers, epidemic thresholds) &amp; techniques for analysis of infectious disease data (construction &amp; use of epidemic curves, generation numbers, exceptional reporting &amp; identification of significant clusters).' (23.4.2020) © Helen Barratt, Maria Kirwan 2009, Saran Shantikumar 2018",secondary case,,,sekundärer Fall,,sekundaaritapaus,,,,caso secundário,"SOCIAL QUESTIONS > health > medical science > epidemiology, SOCIAL QUESTIONS > health > illness > epidemic"
3589558,https://iate.europa.eu/entry/result/3589558,"web-based meeting between at least two people who can see and hear each other and share content in real time, although they are not in the same place - EP Terminology Coordination, based on:MBN &gt; What is an e-meeting? Definition and examples (23.4.2020)","e-meeting, electronic meeting, online meeting",,"e-møde, onlinemøde","Onlinebesprechung, virtuelle Besprechung",reunión en línea,verkkokokous,"réunion en ligne, réunion virtuelle",riunione online,"digitale vergadering, onlinevergadering, elektronische vergadering","reunião eletrónica, reunião em linha",EDUCATION AND COMMUNICATIONS > communications > communications systems
1109433,https://iate.europa.eu/entry/result/1109433,"presumptive identification of unrecognised disease in an 
apparently healthy, asymptomatic population by means of tests, 
examinations or other procedures that can be applied rapidly and easily 
to the target population - COM-Terminology Coordination, based on: WHO. 'Screening' (24.3.2020)","screening, health screening, medical screening","screening, vyhledávací vyšetření","screening, sundhedsscreening, helbredsscreening","Screening, Reihenuntersuchung, Siebtest, Suchtest, Vortest","cribado, cribado sanitario, pruebas diagnósticas de cribado, detección sistemática","seulonta, seulontatarkastus, terveysseulonta, seulontatutkimus","dépistage médical, dépistage","screening, screening sanitario","bevolkingsonderzoek, gezondheidstoezicht, medisch onderzoek, screening, gezondheids­screening, gezondheidscontrole, screening van de gezondheid, gezondheidscheck","rastreio, rastreio médico","SOCIAL QUESTIONS > health > medical science > epidemiology, SOCIAL QUESTIONS > health > health policy > organisation of health care > public health, SOCIAL QUESTIONS > health > health policy"
